video_id,video_file,track_id,video_frame,sample_idx,frame_path
VID_1,VID_1.mp4,1,0,0,custom_dataset\processed\VID_1\001\frame_0000.jpg
VID_1,VID_1.mp4,1,15,1,custom_dataset\processed\VID_1\001\frame_0001.jpg
VID_1,VID_1.mp4,1,30,2,custom_dataset\processed\VID_1\001\frame_0002.jpg
VID_1,VID_1.mp4,1,45,3,custom_dataset\processed\VID_1\001\frame_0003.jpg
VID_1,VID_1.mp4,1,60,4,custom_dataset\processed\VID_1\001\frame_0004.jpg
VID_1,VID_1.mp4,1,75,5,custom_dataset\processed\VID_1\001\frame_0005.jpg
VID_1,VID_1.mp4,1,90,6,custom_dataset\processed\VID_1\001\frame_0006.jpg
VID_1,VID_1.mp4,1,105,7,custom_dataset\processed\VID_1\001\frame_0007.jpg
VID_1,VID_1.mp4,1,120,8,custom_dataset\processed\VID_1\001\frame_0008.jpg
VID_1,VID_1.mp4,1,135,9,custom_dataset\processed\VID_1\001\frame_0009.jpg
VID_1,VID_1.mp4,1,150,10,custom_dataset\processed\VID_1\001\frame_0010.jpg
VID_1,VID_1.mp4,1,165,11,custom_dataset\processed\VID_1\001\frame_0011.jpg
VID_1,VID_1.mp4,1,180,12,custom_dataset\processed\VID_1\001\frame_0012.jpg
VID_1,VID_1.mp4,1,195,13,custom_dataset\processed\VID_1\001\frame_0013.jpg
VID_1,VID_1.mp4,1,210,14,custom_dataset\processed\VID_1\001\frame_0014.jpg
VID_1,VID_1.mp4,1,225,15,custom_dataset\processed\VID_1\001\frame_0015.jpg
VID_1,VID_1.mp4,1,240,16,custom_dataset\processed\VID_1\001\frame_0016.jpg
VID_1,VID_1.mp4,1,255,17,custom_dataset\processed\VID_1\001\frame_0017.jpg
VID_1,VID_1.mp4,1,270,18,custom_dataset\processed\VID_1\001\frame_0018.jpg
VID_1,VID_1.mp4,1,285,19,custom_dataset\processed\VID_1\001\frame_0019.jpg
VID_1,VID_1.mp4,1,300,20,custom_dataset\processed\VID_1\001\frame_0020.jpg
VID_1,VID_1.mp4,1,315,21,custom_dataset\processed\VID_1\001\frame_0021.jpg
VID_1,VID_1.mp4,1,330,22,custom_dataset\processed\VID_1\001\frame_0022.jpg
VID_1,VID_1.mp4,1,345,23,custom_dataset\processed\VID_1\001\frame_0023.jpg
VID_1,VID_1.mp4,1,360,24,custom_dataset\processed\VID_1\001\frame_0024.jpg
VID_1,VID_1.mp4,1,375,25,custom_dataset\processed\VID_1\001\frame_0025.jpg
VID_1,VID_1.mp4,1,390,26,custom_dataset\processed\VID_1\001\frame_0026.jpg
VID_1,VID_1.mp4,1,405,27,custom_dataset\processed\VID_1\001\frame_0027.jpg
VID_1,VID_1.mp4,1,420,28,custom_dataset\processed\VID_1\001\frame_0028.jpg
VID_1,VID_1.mp4,1,435,29,custom_dataset\processed\VID_1\001\frame_0029.jpg
VID_1,VID_1.mp4,1,450,30,custom_dataset\processed\VID_1\001\frame_0030.jpg
VID_1,VID_1.mp4,2,0,0,custom_dataset\processed\VID_1\002\frame_0000.jpg
VID_1,VID_1.mp4,2,15,1,custom_dataset\processed\VID_1\002\frame_0001.jpg
VID_1,VID_1.mp4,2,30,2,custom_dataset\processed\VID_1\002\frame_0002.jpg
VID_1,VID_1.mp4,2,45,3,custom_dataset\processed\VID_1\002\frame_0003.jpg
VID_1,VID_1.mp4,2,60,4,custom_dataset\processed\VID_1\002\frame_0004.jpg
VID_1,VID_1.mp4,2,75,5,custom_dataset\processed\VID_1\002\frame_0005.jpg
VID_1,VID_1.mp4,2,90,6,custom_dataset\processed\VID_1\002\frame_0006.jpg
VID_1,VID_1.mp4,2,105,7,custom_dataset\processed\VID_1\002\frame_0007.jpg
VID_1,VID_1.mp4,2,120,8,custom_dataset\processed\VID_1\002\frame_0008.jpg
VID_1,VID_1.mp4,2,135,9,custom_dataset\processed\VID_1\002\frame_0009.jpg
VID_1,VID_1.mp4,2,150,10,custom_dataset\processed\VID_1\002\frame_0010.jpg
VID_1,VID_1.mp4,2,165,11,custom_dataset\processed\VID_1\002\frame_0011.jpg
VID_1,VID_1.mp4,2,180,12,custom_dataset\processed\VID_1\002\frame_0012.jpg
VID_1,VID_1.mp4,2,195,13,custom_dataset\processed\VID_1\002\frame_0013.jpg
VID_1,VID_1.mp4,2,210,14,custom_dataset\processed\VID_1\002\frame_0014.jpg
VID_1,VID_1.mp4,2,225,15,custom_dataset\processed\VID_1\002\frame_0015.jpg
VID_1,VID_1.mp4,2,240,16,custom_dataset\processed\VID_1\002\frame_0016.jpg
VID_1,VID_1.mp4,2,255,17,custom_dataset\processed\VID_1\002\frame_0017.jpg
VID_1,VID_1.mp4,2,270,18,custom_dataset\processed\VID_1\002\frame_0018.jpg
VID_1,VID_1.mp4,2,285,19,custom_dataset\processed\VID_1\002\frame_0019.jpg
VID_1,VID_1.mp4,2,300,20,custom_dataset\processed\VID_1\002\frame_0020.jpg
VID_1,VID_1.mp4,2,330,22,custom_dataset\processed\VID_1\002\frame_0022.jpg
VID_1,VID_1.mp4,2,345,23,custom_dataset\processed\VID_1\002\frame_0023.jpg
VID_1,VID_1.mp4,2,360,24,custom_dataset\processed\VID_1\002\frame_0024.jpg
VID_1,VID_1.mp4,2,375,25,custom_dataset\processed\VID_1\002\frame_0025.jpg
VID_1,VID_1.mp4,2,390,26,custom_dataset\processed\VID_1\002\frame_0026.jpg
VID_1,VID_1.mp4,2,405,27,custom_dataset\processed\VID_1\002\frame_0027.jpg
VID_1,VID_1.mp4,2,420,28,custom_dataset\processed\VID_1\002\frame_0028.jpg
VID_1,VID_1.mp4,2,435,29,custom_dataset\processed\VID_1\002\frame_0029.jpg
VID_1,VID_1.mp4,2,450,30,custom_dataset\processed\VID_1\002\frame_0030.jpg
VID_1,VID_1.mp4,3,0,0,custom_dataset\processed\VID_1\003\frame_0000.jpg
VID_1,VID_1.mp4,3,15,1,custom_dataset\processed\VID_1\003\frame_0001.jpg
VID_1,VID_1.mp4,3,30,2,custom_dataset\processed\VID_1\003\frame_0002.jpg
VID_1,VID_1.mp4,3,45,3,custom_dataset\processed\VID_1\003\frame_0003.jpg
VID_1,VID_1.mp4,3,60,4,custom_dataset\processed\VID_1\003\frame_0004.jpg
VID_1,VID_1.mp4,3,75,5,custom_dataset\processed\VID_1\003\frame_0005.jpg
VID_1,VID_1.mp4,3,90,6,custom_dataset\processed\VID_1\003\frame_0006.jpg
VID_1,VID_1.mp4,3,105,7,custom_dataset\processed\VID_1\003\frame_0007.jpg
VID_1,VID_1.mp4,3,120,8,custom_dataset\processed\VID_1\003\frame_0008.jpg
VID_1,VID_1.mp4,3,135,9,custom_dataset\processed\VID_1\003\frame_0009.jpg
VID_1,VID_1.mp4,3,150,10,custom_dataset\processed\VID_1\003\frame_0010.jpg
VID_1,VID_1.mp4,3,165,11,custom_dataset\processed\VID_1\003\frame_0011.jpg
VID_1,VID_1.mp4,3,180,12,custom_dataset\processed\VID_1\003\frame_0012.jpg
VID_1,VID_1.mp4,3,195,13,custom_dataset\processed\VID_1\003\frame_0013.jpg
VID_1,VID_1.mp4,3,210,14,custom_dataset\processed\VID_1\003\frame_0014.jpg
VID_1,VID_1.mp4,3,225,15,custom_dataset\processed\VID_1\003\frame_0015.jpg
VID_1,VID_1.mp4,3,240,16,custom_dataset\processed\VID_1\003\frame_0016.jpg
VID_1,VID_1.mp4,3,255,17,custom_dataset\processed\VID_1\003\frame_0017.jpg
VID_1,VID_1.mp4,3,270,18,custom_dataset\processed\VID_1\003\frame_0018.jpg
VID_1,VID_1.mp4,3,285,19,custom_dataset\processed\VID_1\003\frame_0019.jpg
VID_1,VID_1.mp4,3,300,20,custom_dataset\processed\VID_1\003\frame_0020.jpg
VID_1,VID_1.mp4,3,315,21,custom_dataset\processed\VID_1\003\frame_0021.jpg
VID_1,VID_1.mp4,3,330,22,custom_dataset\processed\VID_1\003\frame_0022.jpg
VID_1,VID_1.mp4,3,345,23,custom_dataset\processed\VID_1\003\frame_0023.jpg
VID_1,VID_1.mp4,3,360,24,custom_dataset\processed\VID_1\003\frame_0024.jpg
VID_1,VID_1.mp4,3,375,25,custom_dataset\processed\VID_1\003\frame_0025.jpg
VID_1,VID_1.mp4,3,390,26,custom_dataset\processed\VID_1\003\frame_0026.jpg
VID_1,VID_1.mp4,3,405,27,custom_dataset\processed\VID_1\003\frame_0027.jpg
VID_1,VID_1.mp4,3,420,28,custom_dataset\processed\VID_1\003\frame_0028.jpg
VID_1,VID_1.mp4,3,435,29,custom_dataset\processed\VID_1\003\frame_0029.jpg
VID_1,VID_1.mp4,3,450,30,custom_dataset\processed\VID_1\003\frame_0030.jpg
VID_1,VID_1.mp4,4,0,0,custom_dataset\processed\VID_1\004\frame_0000.jpg
VID_1,VID_1.mp4,4,15,1,custom_dataset\processed\VID_1\004\frame_0001.jpg
VID_1,VID_1.mp4,4,30,2,custom_dataset\processed\VID_1\004\frame_0002.jpg
VID_1,VID_1.mp4,4,45,3,custom_dataset\processed\VID_1\004\frame_0003.jpg
VID_1,VID_1.mp4,4,60,4,custom_dataset\processed\VID_1\004\frame_0004.jpg
VID_1,VID_1.mp4,4,75,5,custom_dataset\processed\VID_1\004\frame_0005.jpg
VID_1,VID_1.mp4,4,90,6,custom_dataset\processed\VID_1\004\frame_0006.jpg
VID_1,VID_1.mp4,4,105,7,custom_dataset\processed\VID_1\004\frame_0007.jpg
VID_1,VID_1.mp4,4,120,8,custom_dataset\processed\VID_1\004\frame_0008.jpg
VID_1,VID_1.mp4,4,135,9,custom_dataset\processed\VID_1\004\frame_0009.jpg
VID_1,VID_1.mp4,4,150,10,custom_dataset\processed\VID_1\004\frame_0010.jpg
VID_1,VID_1.mp4,4,165,11,custom_dataset\processed\VID_1\004\frame_0011.jpg
VID_1,VID_1.mp4,4,180,12,custom_dataset\processed\VID_1\004\frame_0012.jpg
VID_1,VID_1.mp4,4,195,13,custom_dataset\processed\VID_1\004\frame_0013.jpg
VID_1,VID_1.mp4,4,210,14,custom_dataset\processed\VID_1\004\frame_0014.jpg
VID_1,VID_1.mp4,4,225,15,custom_dataset\processed\VID_1\004\frame_0015.jpg
VID_1,VID_1.mp4,4,240,16,custom_dataset\processed\VID_1\004\frame_0016.jpg
VID_1,VID_1.mp4,4,255,17,custom_dataset\processed\VID_1\004\frame_0017.jpg
VID_1,VID_1.mp4,4,270,18,custom_dataset\processed\VID_1\004\frame_0018.jpg
VID_1,VID_1.mp4,4,285,19,custom_dataset\processed\VID_1\004\frame_0019.jpg
VID_1,VID_1.mp4,4,300,20,custom_dataset\processed\VID_1\004\frame_0020.jpg
VID_1,VID_1.mp4,4,315,21,custom_dataset\processed\VID_1\004\frame_0021.jpg
VID_1,VID_1.mp4,4,330,22,custom_dataset\processed\VID_1\004\frame_0022.jpg
VID_1,VID_1.mp4,4,345,23,custom_dataset\processed\VID_1\004\frame_0023.jpg
VID_1,VID_1.mp4,4,360,24,custom_dataset\processed\VID_1\004\frame_0024.jpg
VID_1,VID_1.mp4,4,375,25,custom_dataset\processed\VID_1\004\frame_0025.jpg
VID_1,VID_1.mp4,4,390,26,custom_dataset\processed\VID_1\004\frame_0026.jpg
