image_path,label,clip_id,person_id
custom_dataset/processed_edu/EDU_E/lecture_1/frame_0000.jpg,1,EDU_E_lecture_1,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_1/frame_0001.jpg,1,EDU_E_lecture_1,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_1/frame_0002.jpg,1,EDU_E_lecture_1,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_1/frame_0003.jpg,1,EDU_E_lecture_1,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_1/frame_0004.jpg,1,EDU_E_lecture_1,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_1/frame_0005.jpg,1,EDU_E_lecture_1,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_1/frame_0006.jpg,1,EDU_E_lecture_1,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_1/frame_0007.jpg,1,EDU_E_lecture_1,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_10/frame_0000.jpg,1,EDU_E_lecture_10,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_10/frame_0001.jpg,1,EDU_E_lecture_10,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_10/frame_0002.jpg,1,EDU_E_lecture_10,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_10/frame_0003.jpg,1,EDU_E_lecture_10,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_10/frame_0004.jpg,1,EDU_E_lecture_10,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_10/frame_0005.jpg,1,EDU_E_lecture_10,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_10/frame_0006.jpg,1,EDU_E_lecture_10,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_10/frame_0007.jpg,1,EDU_E_lecture_10,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_11/frame_0000.jpg,1,EDU_E_lecture_11,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_11/frame_0001.jpg,1,EDU_E_lecture_11,EDUACTION_E
custom_dataset/processed_edu/EDU_E/lecture_11/frame_0002.jpg,1,EDU_E_lecture_11,EDUACTION_E
