image_path,label,clip_id,person_id
/content/drive/MyDrive/custom_dataset/eduaction_e/work_1.mp4,1,EDU_0000,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/work_3.mp4,1,EDU_0001,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/work_2.mp4,1,EDU_0002,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/lecture_1.mp4,1,EDU_0003,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/lecture_4.mp4,1,EDU_0004,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/lecture_3.mp4,1,EDU_0005,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/lecture_10.mp4,1,EDU_0006,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/lecture_2.mp4,1,EDU_0007,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/lecture_9.mp4,1,EDU_0008,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/lecture_6.mp4,1,EDU_0009,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/lecture_7.mp4,1,EDU_0010,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/lecture_5.mp4,1,EDU_0011,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/lecture_11.mp4,1,EDU_0012,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/lecture_8.mp4,1,EDU_0013,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/writing_7.mp4,1,EDU_0014,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/writing_4.mp4,1,EDU_0015,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/writing_6.mp4,1,EDU_0016,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/writing_1.mp4,1,EDU_0017,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/writing_2.mp4,1,EDU_0018,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/writing_3.mp4,1,EDU_0019,EDUACTION
/content/drive/MyDrive/custom_dataset/eduaction_e/writing_8.mp4,1,EDU_0020,EDUACTION
